row,col,beat,Coverage Width-Based Criterion
10,11,1613,0.6651031876417834
10,12,1614,0.5017912575533074
10,13,1621,0.66669495004589
10,14,1622,0.4205418707871433
10,15,1623,0.46284840264066063
10,16,1624,0.33310110953012195
11,0,1631,0.651038573277883
11,1,1632,0.3349405869328328
11,2,1633,0.333785792483553
11,3,1634,0.49956367826772896
11,4,1650,0.955563728733167
11,5,1651,0.6664916238899582
11,6,1652,0.8328362518654816
11,7,1653,0.8337050903305661
11,8,1654,0.6656387103147037
11,9,1655,0.8331760401852473
11,10,1711,0.3334686099292312
11,11,1712,0.19195707629778258
11,12,1713,0.49984432406225143
11,13,1722,0.33353988431887516
11,14,1723,0.31050342938738806
11,15,1724,0.4998872618656641
11,16,1731,0.5001486898495553
12,0,1732,0.3329612724723535
12,1,1733,0.3233016028398491
12,2,1811,0.666330470467489
12,3,1812,0.4958456855081823
12,4,1813,0.6668215487254845
12,5,1814,0.4998480069269218
12,6,1821,0.16680283884223268
12,7,1822,0.3318231159252939
12,8,1823,0.4982210821192563
12,9,1824,0.157473220595857
12,10,1831,0.0
12,11,1832,0.1670348390380304
12,12,1833,0.013509378792357456
12,13,1834,0.0
12,14,1911,0.49665847168574234
12,15,1912,0.5004050814725716
12,16,1913,0.3298306594855188
13,0,1914,0.16617264172337953
13,1,1915,0.3329711599156927
13,2,1921,0.5000380081582587
13,3,1922,0.3334865524355114
13,4,1923,0.17080552649835234
13,5,1924,0.0
13,6,1925,0.0011455005248633965
13,7,1931,0.33354549292599356
13,8,1932,0.6608530444766819
13,9,1933,0.1661918757496036
13,10,1934,0.1670602707772858
13,11,1935,0.0007057836245274451
13,12,2011,0.3332533739660565
13,13,2012,0.4926070824446425
13,14,2013,0.5000777062675199
13,15,2022,0.49988653697428176
13,16,2023,0.333190617533885
14,0,2024,0.4996838562499074
14,1,2031,0.6677662885786727
14,2,2032,0.666138032639689
14,3,2033,0.5000785367471791
14,4,2211,0.500216429158013
14,5,2212,0.3328553580901813
14,6,2213,0.33250423522916145
14,7,2221,0.499952710682545
14,8,2222,0.4437018621957263
14,9,2223,0.3330710759177614
14,10,2232,0.4308987539221587
14,11,2233,0.4990632313680634
14,12,2234,0.3287074156577685
14,13,2411,0.3332708001955502
14,14,2412,0.3331158818820923
14,15,2413,0.1661631804157515
14,16,2422,0.29238698728820645
15,0,2423,0.5002833077905954
15,1,2424,0.5196411277887478
15,2,2431,0.5518032972418716
15,3,2432,0.1554837610607559
15,4,2433,0.16644094977627777
15,5,2511,0.5001773860161606
15,6,2512,0.27203961842982016
15,7,2513,0.6506840746648667
15,8,2514,0.4663502058279828
15,9,2515,0.33375368907238745
15,10,2521,0.08194317738499776
15,11,2522,0.3330405821465683
15,12,2523,0.5002646392562364
15,13,2524,0.5004331292131057
15,14,2525,0.6564169503330248
15,15,2531,0.4948683611246024
15,16,2532,0.49949794068951114
16,0,2533,0.16670055286752727
16,1,2534,0.2881575150479042
16,2,2535,0.3329431462876863
